text,actual,predicted,latency_sec,ram_gb,vram_gb
order yang ketiga. gercep. barang oke. pelayanan juga oke,Love,Happy,6.2381486892700195,11.905021667480469,3.55291748046875
"packing rapih, fast response, dan rgbnya juga bagus ??sangat di rekomendasikan 10/10",Love,Love,6.349734544754028,11.891143798828125,3.55291748046875
Selalu the best bgt deh... anabul ngga usah di train aja langsung tau ????,Love,Love,6.320123195648193,11.871803283691406,3.55291748046875
mantappppppppppppppppppppppppppppppppp,Love,Love,6.215936660766602,11.859088897705078,3.55291748046875
"Build quality cakep,,stik normal smua,,pengiriman gak sampai 24jam,,??????recomended bgt",Love,Love,6.3337483406066895,11.828536987304688,3.55291748046875
Produk yang diterima lengkap. Pas di kepala. Lampunya terang. Mantap pokoknya rekomendasi ??,Love,Happy,6.339702129364014,11.851737976074219,3.55291748046875
"So far kualitas dan bentuk pellet paling bagus dari smua toko yg pernah saya beli. Packing oke dan pengiriman juga cepat, recommended lah pokoknya ????",Love,Love,6.798909664154053,11.890830993652344,3.55291748046875
"Orderan yg ke 3 kali, selalu puas, unit bor nya mantap, seller ramah gercep, kurir cepat, next order lagi..",Love,Love,6.80003023147583,11.87051773071289,3.55291748046875
langganan beli minigold disini ??,Love,Fear,6.111892938613892,11.850921630859375,3.55291748046875
suka banget sama original source yang mint,Love,Love,6.0981433391571045,11.821575164794922,3.55291748046875
"game lancar, kondisi box dan game cartridges mulus, pengiriman super cepat, seller yg super responsive, thanks gan recommended bgt beli game disini",Love,Love,6.847235441207886,11.881587982177734,3.55291748046875
Mantapppp.Build qualitynya josss Pertahankan,Love,Love,6.185699224472046,11.880840301513672,3.55291748046875
mantap. pengiriman nya cepat banget. barang oke semua dan berfungsi. kondisi mulus ??% mantap. cahaya nya juga terang banget. top markotop,Love,Love,6.803361177444458,11.860225677490234,3.55291748046875
"alhmdllh pkt ny dah smpe..ank2 seneng bgt klu Makan sama sarden ABC..makasi seller,Tokopedia.",Love,Happy,6.806348562240601,11.918899536132812,3.55291748046875
"Pengiriman cepat dan aman. Barang sesuai deskripsi. Bagian ujungnya terbuat dari plastik, tapi cukup kokoh. Perakitan mudah, cuma modal obeng. Tips: Jangan dikencengin dulu semua bautnya, kecuali kalau sudah fixed dgn ukuran kaki mesin cuci. Recommended. ????",Love,Happy,7.10107684135437,11.932182312011719,3.55291748046875
manchapppp.. sy suka. rekomen seller..,Love,Love,6.157592058181763,11.871910095214844,3.55291748046875
Mantap donk. Produk Original.,Love,Happy,6.145846605300903,11.876289367675781,3.55291748046875
mantul boskuhhh barang istimewa,Love,Love,6.119886875152588,11.854949951171875,3.55291748046875
Suka dengan bardi ini. Membantu banget matiin beberapa alat pas jam nya tidur dan hidup di pagi hari...dirumah sudah pakai beberapa alat bardi seperti cctv. Di akses nya sangat mudah walau diluar rumah.. Keren..????????,Love,Love,7.059860467910767,11.868263244628906,3.55291748046875
lucu bgt warnanya. recommended harga murah tapi ngga murahan. next bakal order lagi,Love,Love,6.298888683319092,11.847892761230469,3.55291748046875
"Respond seller cepat, pengiriman segera. Produk berkualitas. Mantap banget.",Love,Love,6.254504919052124,11.825672149658203,3.55291748046875
mantappppp,Love,Happy,6.062765598297119,11.865928649902344,3.55291748046875
"pohonnya masih segar, bonusnya juga banyak. makasih ya. udah 2x beli di sini.",Love,Happy,6.312250375747681,11.848369598388672,3.55291748046875
"Selalu bagus produknya, pembelian ke 2 Mantapp min, smoga laris",Love,Happy,6.224276781082153,11.858497619628906,3.55291748046875
Konsumen ga dianggap... Attitude merupakan hal pokok dan semestinya tetap dinomorsatukan.,Anger,Anger,6.461775302886963,11.868885040283203,3.55291748046875
GA DIKASIH ADAPTOR GEPENG NYA. KETIPU SAYA,Anger,Anger,6.630338907241821,11.85345458984375,3.55291748046875
"packaging kurang rapih, semua kemasan produk BOLT sobek.. sehingga ketika unboxing, isi makanan berantakan",Anger,Sadness,6.651792049407959,11.81854248046875,3.55291748046875
"Rasanya ngadi2 sumpah, kayak pake saos sambel ?? kyk gapake gochujang & gochugaru. Yang biasa makan kimchi asli korea pasti gaakan suka. Pengiriman super lelet pesen hr rabu br dtg hari minggu gils.",Anger,Anger,7.296345949172974,11.852405548095703,3.55291748046875
penjual gk respon bgt parah,Anger,Anger,6.376720190048218,11.881763458251953,3.55291748046875
"orng nnya responnya jutek bgt,, biasa aja kali, saya cm bertanya ga ngajak debat,, sombong bgt penjual kyak bgini...",Anger,Anger,7.109073162078857,11.867385864257812,3.55291748046875
barang yg dikirim gk sesuai modelnya,Anger,Sadness,6.401154518127441,11.88232421875,3.55291748046875
Barang mau dikirim pakai ekspedisi ke luar kota tapi tidak dibungkus plastik!!! Background basah akhirnya tidak bisa dipakai sama sekali.,Anger,Anger,7.112775802612305,11.842876434326172,3.55291748046875
aromanya bikin pusing dan mual,Anger,Sadness,6.4194700717926025,11.843330383300781,3.55291748046875
lubang nya jelek bgt,Anger,Anger,6.400199890136719,11.855728149414062,3.55291748046875
seller tidak bertanggung jawab. ????,Anger,Anger,6.392884969711304,11.888282775878906,3.55291748046875
alamak....buset.packingnya kurang rapi...di bungkus plastik putih transparan aja.harusnya di bungkus plastik hitam aja biar rapih.,Anger,Sadness,7.211639881134033,11.867656707763672,3.55291748046875
bohong. Sama sekali tidak manjur.,Anger,Sadness,6.5000903606414795,11.862289428710938,3.55291748046875
"Beli 6 cuma dikirim 5, males complain ??",Anger,Anger,6.565876722335815,11.877487182617188,3.55291748046875
palsu ya. g berfungsi. bahan kasar dan sakit kalo dipakai.,Anger,Anger,6.6448235511779785,11.909202575683594,3.55291748046875
"Chatt, hampir Ga ada respond",Anger,Anger,6.391458511352539,11.905921936035156,3.55291748046875
"kurang 1, penjual kurang teliti atau sengaja.",Anger,Sadness,6.503151178359985,11.925487518310547,3.55291748046875
"kualitas barang dibanding harga nya hanya so so lahh....pelayanan minus -100 sbgmn layaknya kesombongan seorang raja, apalagi pengiriman barang, seenak jidat macam tidak ada lagi produsen consumer goods lain di tata surya ini!!! no wonder nilai / valuasi perusahaan anda sudah turun lebih dari 50% dalam 1 tahun terakhir ini. semoga makin jeblok dan gulung tikar kmdn pulang kampung. SEMOGA!!!",Anger,Anger,8.323729515075684,11.931758880615234,3.55291748046875
lama banget sampenya..pas nyampe jamuran gini..haduuh..parah deh,Anger,Sadness,6.627100944519043,11.932594299316406,3.55291748046875
"yg di pesan warna ngga sesuai klu memang ngga ada bilang aja ngga ada jgn bilang ada, saya ini beli bukan minta.",Anger,Anger,7.197191476821899,11.968269348144531,3.55291748046875
Roti keras gak enak,Anger,Sadness,6.505290985107422,11.954971313476562,3.55291748046875
"udang red bee yg dipesan tdk ada,sdh dikomplain malah diteruskan tokped dana nya ke penjual",Anger,Anger,6.6324827671051025,12.00628662109375,3.55291748046875
l2 r2 trigger nya ampas macam ***,Anger,Anger,6.361132383346558,12.001388549804688,3.55291748046875
"bocor!! paket basah, jd tinggal bublrwrap terikat isolasi aja plus liquid. rasa nya mau gak mau tidak enak. untuk yang lainnya (botol kaca) aman",Anger,Sadness,7.073834180831909,11.961917877197266,3.55291748046875
"Barang dateng pake kurir toko, di unboxing trnyt ad lecet/baret ampe besi ny keliatan sesuai dengan foto yg saya ambil. Dlm chat dgn owner tidak ad pertanggung jwban, chat sy cm di read dr smnjk kmrn mlm (6 april 2020 jam 8an mlm, smpe skg tgl 7 april 2020 jam 16.30an)",Anger,Anger,8.284322023391724,11.99770736694336,3.55291748046875
"cepet rusak, kadang konek kadang engga",Anger,Sadness,6.505366802215576,11.972484588623047,3.55291748046875
"order minggu sampainya rabu, lambat nya minta ampuun, di tanyain baru info kalau overload orderan, itupun baru selasa dikirim, ga ada konfirmasi awal kalau overload orderan. ga tanggungjawab.",Anger,Anger,7.510634422302246,11.815814971923828,3.55291748046875
BARANG TIDAK SESUAI PESANAN.. DIMINTA GOLD MALAH D KIRIM WARNA PUTIH DAN MERK LAIN!!,Anger,Anger,7.219968318939209,11.747764587402344,3.55291748046875
SALAH ALAMAT. Sudah saya kirim chat bahwa minta dicancel utk pesanan tsb krn sy salah masukin alamat. Menit berikutnya langsung saya pesan ulang ke alamat yg betul. Bukannya dibaca dulu chatnya malah langsung diproses dua2nya. DASAR GAK BECUS !!!! Ifillll dan gak akan pesan di toko ini lagi.,Anger,Anger,7.670186281204224,11.759662628173828,3.55291748046875
DUANYA LAGI GOIB,Anger,Happy,6.1762542724609375,11.774528503417969,3.55291748046875
yg dikirim russakkkkk guys ampun dahh,Anger,Anger,6.558797836303711,11.762691497802734,3.55291748046875
ga sesuai expetasi.....barang2 nya ga kuat.ukuran kcl kaya mainan.,Anger,Sadness,6.651668071746826,11.761981964111328,3.55291748046875
masa baru dateng langsung rusak,Anger,Sadness,6.43355655670166,11.754390716552734,3.55291748046875
"penyok, packingnya juga kurang aman",Anger,Fear,6.1213178634643555,11.754974365234375,3.55291748046875
KIRIM PAKET GA NGOTAK.. RESOLUSI ARBITER TOKOPEDIA USELESS.. ??,Anger,Anger,6.601250886917114,11.73263168334961,3.55291748046875
"barang kualitas jelek, kaki patah, banyak pecah sedikit ditekuk pecah dan copot.. blum sempet pake udh tak buang aja",Anger,Anger,7.1034605503082275,11.75637435913086,3.55291748046875
"packing hanya buble wrap, lain kali tambahkan kardus. komunikasikan pengiriman dengan jelas biar tidak repot, masa dikirim terpisah case nya, mana ngga instan, dan ngga bisa dicancel.",Anger,Sadness,7.34953498840332,11.778400421142578,3.55291748046875
Susah bgt pasangnya!!! Gak kuat menahan airnya!!!,Anger,Anger,6.497343301773071,11.744945526123047,3.55291748046875
"Busa doank, tidak saya rekomendasikan",Anger,Sadness,6.481628179550171,11.76763916015625,3.55291748046875
"Chat tidak di balas, Kuota yang di janjikan 50gb nya tidak masuk, hancur la Parah parah",Anger,Anger,7.116664886474609,11.720714569091797,3.55291748046875
Parah respon nya Butuh 4 hr sejak order baru dikirim Granola nya jg ancur semua,Anger,Anger,6.63404655456543,11.772323608398438,3.55291748046875
buruk super duper buruk kok bisa rusakk dlm nya ini pasti di banting2 sama JNE heran udah di bilang pake YESS YESS malah REG 15 sedia in yess dong tokopedia heran saya,Anger,Anger,7.274365663528442,11.727485656738281,3.55291748046875
kw kirim brg bekas dan rusak serta tdk menerima komplain kapok bgt ga bkl lnja lg dsni,Anger,Anger,6.623371124267578,11.753181457519531,3.55291748046875
"Jualan kok ngotottt, nggak laku toko nya bang?",Anger,Anger,6.503995895385742,11.734622955322266,3.55291748046875
bocor payahlah ga di periksa dulu,Anger,Anger,6.42963981628418,11.730079650878906,3.55291748046875
